"","ligand","receptor"
"1936","Pdyn","Oprd1"
"1937","Pdyn","Oprk1"
"1938","Pdyn","Oprm1"
"1939","Penk","Mrgprx1"
"1940","Penk","Ogfr"
"1941","Penk","Oprd1"
"1942","Penk","Oprk1"
"1943","Penk","Oprm1"
"1944","Pf4","Cxcr3"
"1945","Pf4","Fgfr2"
"1946","Pf4","Ldlr"
"1947","Pf4","Procr"
"1948","Pf4","Sdc2"
"1949","Pf4","Thbd"
"1950","Pgf","Flt1"
"1951","Pgf","Nrp1"
"1952","Pgf","Nrp2"
"1953","Pi3","Pld2"
"1954","Pigf","Flt1"
"1955","Pip","Cd4"
"1956","Pip","Nptn"
"1957","Pkm","Cd44"
"1958","Pla2g10","Pla2r1"
"1959","Plat","Itgam"
"1960","Plat","Itgb2"
"1961","Plat","Lrp1"
"1962","Plau","Igf2r"
"1963","Plau","Itga3"
"1964","Plau","Itga5"
"1965","Plau","Itgam"
"1966","Plau","Itgav"
"1967","Plau","Itgb1"
"1968","Plau","Itgb2"
"1969","Plau","Itgb5"
"1970","Plau","Lrp1"
"1971","Plau","Lrp2"
"1972","Plau","Mrc2"
"1973","Plau","Plaur"
"1974","Plau","St14"
"1975","Plau","Vldlr"
"1976","Plg","F2r"
"1977","Plg","F2rl1"
"1978","Plg","F3"
"1979","Plg","Flt1"
"1980","Plg","Itga9"
"1981","Plg","Itgam"
"1982","Plg","Itgb1"
"1983","Plg","Itgb2"
"1984","Plg","Plaur"
"1985","Plg","Plgrkt"
"1986","Pltp","Abca1"
"1987","Pmch","Mchr1"
"1988","Pmch","Mchr2"
"1989","Pnoc","Oprl1"
"1990","Podxl2","Sell"
"1991","Podxl","Sell"
"1992","Pomc","Mc1r"
"1993","Pomc","Mc2r"
"1994","Pomc","Mc3r"
"1995","Pomc","Mc4r"
"1996","Pomc","Mc5r"
"1997","Pomc","Oprd1"
"1998","Pomc","Oprk1"
"1999","Pomc","Oprm1"
"2000","Pon2","Htr2a"
"2001","Ppbp","Cxcr1"
"2002","Ppbp","Cxcr1"
"2003","Ppbp","Darc"
"2004","Ppy","Npy1r"
"2005","Ppy","Npy2r"
"2006","Ppy","Npy4r"
"2007","Ppy","Npy5r"
"2008","Prlh","Prlhr"
"2009","Prl","Prlr"
"2010","Prnd","Rpsa"
"2011","Proc","Itgam"
"2012","Proc","Itgb2"
"2013","Proc","Procr"
"2014","Proc","Thbd"
"2015","Prok1","Prokr1"
"2016","Prok1","Prokr2"
"2017","Prok2","Prokr1"
"2018","Prok2","Prokr2"
"2019","Pros1","Axl"
"2020","Pros1","Tyro3"
"2021","Prss23","Tmem222"
"2022","Psap","Cd1b"
"2023","Psap","Celsr1"
"2024","Psap","Gpr37"
"2025","Psap","Gpr37l1"
"2026","Psap","Lrp1"
"2027","Psap","Sort1"
"2028","Psen1","Cd44"
"2029","Psen1","Ncstn"
"2030","Psen1","Notch1"
"2031","Psen1","Notch2"
"2032","Psen1","Notch3"
"2033","Psen1","Notch4"
"2034","Pspn","Gfra1"
"2035","Pspn","Gfra4"
"2036","Pspn","Ret"
"2037","Pspn","Sdc3"
"2038","Ptdss1","Jmjd6"
"2039","Ptdss1","Scarb1"
"2040","Ptgs2","Alox5"
"2041","Ptgs2","Cav1"
"2042","Ptgs2","Ptgdr2"
"2043","Pth2","Pth1r"
"2044","Pth2","Pth2r"
"2045","Pthlh","Prlhr"
"2046","Pthlh","Pth1r"
"2047","Pthlh","Pth2r"
"2048","Pth","Pth1r"
"2049","Pth","Pth2r"
"2050","Ptma","Vipr1"
"2051","Ptn","Alk"
"2052","Ptn","Cdh10"
"2053","Ptn","Plxnb2"
"2054","Ptn","Ptprb"
"2055","Ptn","Ptprs"
"2056","Ptn","Ptprz1"
"2057","Ptn","Sdc1"
"2058","Ptn","Sdc3"
"2059","Pyy","Fap"
"2060","Pyy","Npy1r"
"2061","Pyy","Npy2r"
"2062","Pyy","Npy4r"
"2063","Pyy","Npy5r"
"2064","Qdpr","Dysf"
"2065","Qrfp","P2ry14"
"2066","Qrfp","Qrfpr"
"2067","Raet1e","Klrk1"
"2068","Rarres2","Ccrl2"
"2069","Rarres2","Cmklr1"
"2070","Rarres2","Gpr1"
"2071","Rbp3","Notch1"
"2072","Rbp4","Stra6"
"2073","Reln","Itga3"
"2074","Reln","Itgb1"
"2075","Reln","Lrp8"
"2076","Reln","Vldlr"
"2077","Ren1","Asic3"
"2078","Ren1","Atp6ap2"
"2079","Rgma","Bmpr1b"
"2080","Rgma","Bmpr2"
"2081","Rgma","Hfe2"
"2082","Rgma","Neo1"
"2083","Rgmb","Bmpr1b"
"2084","Rgmb","Bmpr2"
"2085","Rgmb","Hfe2"
"2086","Rgmb","Neo1"
"2087","Rims1","Cacna1c"
"2088","Rims1","Slc17a7"
"2089","Rims1","Slc18a2"
"2090","Rims1","Slc18a3"
"2091","Rims2","Abca1"
"2092","Rln1","Rxfp1"
"2093","Rln1","Rxfp2"
"2094","Rln2","Rxfp1"
"2095","Rln2","Rxfp2"
"2096","Rln3","Rxfp1"
"2097","Rln3","Rxfp2"
"2098","Rln3","Rxfp3"
"2099","Rln3","Rxfp4"
"2100","Rnase2","Tlr2"
"2101","Rph3a","Nrxn1"
"2102","Rps19","C5ar1"
"2103","Rspo1","Fzd8"
"2104","Rspo1","Lgr4"
"2105","Rspo1","Lgr5"
"2106","Rspo1","Lgr6"
"2107","Rspo1","Lrp6"
"2108","Rspo1","Znrf3"
"2109","Rspo2","Lgr4"
"2110","Rspo2","Lgr5"
"2111","Rspo2","Lgr6"
"2112","Rspo3","Fzd8"
"2113","Rspo3","Lgr4"
"2114","Rspo3","Lgr5"
"2115","Rspo3","Lgr6"
"2116","Rspo3","Lrp6"
"2117","Rspo3","Sdc4"
"2118","Rspo4","Lgr4"
"2119","Rspo4","Lgr5"
"2120","Rspo4","Lgr6"
"2121","Rtn4","Cntnap1"
"2122","Rtn4","Gjb2"
"2123","Rtn4","Lingo1"
"2124","Rtn4","Ngfr"
"2125","Rtn4","Rtn4r"
"2126","Rtn4","Rtn4rl1"
"2127","Rtn4","Tnfrsf19"
"2128","S100a8","Tlr4"
"2129","S100a9","Tlr4"
"2130","Saa1","Fpr1"
"2131","Saa1","Fpr2"
"2132","Saa1","Scarb1"
"2133","Scgb1a1","Lmbr1l"
"2134","Scgb1a1","Lrp2"
"2135","Scgb3a1","Marco"
"2136","Scgb3a2","Marco"
"2137","Sct","Sctr"
"2138","Sct","Vipr1"
"2139","Sct","Vipr2"
"2140","Selplg","Esam"
"2141","Selplg","Itgam"
"2142","Selplg","Itgb2"
"2143","Selplg","Sele"
"2144","Selplg","Sell"
"2145","Selplg","Selp"
"2146","Sema3a","Nrp1"
"2147","Sema3a","Nrp2"
"2148","Sema3a","Plxna1"
"2149","Sema3a","Plxna2"
"2150","Sema3a","Plxna3"
"2151","Sema3a","Plxna4"
"2152","Sema3b","Nrp1"
"2153","Sema3b","Nrp2"
"2154","Sema3c","Nrp1"
"2155","Sema3c","Nrp2"
"2156","Sema3c","Plxnd1"
"2157","Sema3d","Nrp1"
"2158","Sema3e","Nrp1"
"2159","Sema3e","Plxnd1"
"2160","Sema3f","Nrp1"
"2161","Sema3f","Nrp2"
"2162","Sema3f","Plxna1"
"2163","Sema3f","Plxna3"
"2164","Sema3g","Nrp2"
"2165","Sema4a","Plxnd1"
"2166","Sema4b","Dcbld2"
"2167","Sema4c","Plxnb2"
"2168","Sema4d","Cd72"
"2169","Sema4d","Erbb2"
"2170","Sema4d","Met"
"2171","Sema4d","Plxnb1"
"2172","Sema4d","Plxnb2"
"2173","Sema4f","Nrp2"
"2174","Sema4g","Plxnb2"
"2175","Sema5a","Met"
"2176","Sema5a","Plxnb3"
"2177","Sema6a","Plxna2"
"2178","Sema6a","Plxna4"
"2179","Sema6d","Kdr"
"2180","Sema6d","Plxna1"
"2181","Sema6d","Trem2"
"2182","Sema6d","Tyrobp"
"2183","Sema7a","Itga1"
"2184","Sema7a","Itgb1"
"2185","Sema7a","Plxnc1"
"2186","Serpina1","Lrp1"
"2187","Serpina7","Slc16a2"
"2188","Serpinc1","Gpc1"
"2189","Serpinc1","Lrp1"
"2190","Serpinc1","Sdc2"
"2191","Serpine1","Itgav"
"2192","Serpine1","Itgb5"
"2193","Serpine1","Lrp1"
"2194","Serpine1","Lrp2"
"2195","Serpine1","Plaur"
"2196","Serpine2","Lrp1"
"2197","Serping1","Lrp1"
"2198","Serping1","Sele"
"2199","Serping1","Selp"
"2200","Sfrp1","Fzd2"
"2201","Sfrp1","Fzd6"
"2202","Sftpa1","Tlr2"
"2203","Sftpa2","Cd93"
"2204","Sftpd","Ly96"
"2205","Sftpd","Tlr4"
"2206","Shank1","Abca1"
"2207","Shank1","Bai2"
"2208","Shank1","Lphn1"
"2209","Shank1","Lphn2"
"2210","Shank1","Sstr2"
"2211","Shbg","Cd177"
"2212","Shbg","Cldn4"
"2213","Shbg","Slc37a1"
"2214","Shh","Boc"
"2215","Shh","Cdon"
"2216","Shh","Gpc5"
"2217","Shh","Hhip"
"2218","Shh","Lrp2"
"2219","Shh","Ptch1"
"2220","Shh","Ptch2"
"2221","Shh","Smo"
"2222","Slit1","Gpc1"
"2223","Slit1","Robo1"
"2224","Slit1","Sdc1"
"2225","Slit2","Dcc"
"2226","Slit2","Gpc1"
"2227","Slit2","Robo1"
"2228","Slit2","Robo2"
"2229","Slit2","Robo4"
"2230","Slit2","Sdc1"
"2231","Slit3","Robo2"
"2232","Slpi","Cd4"
"2233","Sorbs1","Insr"
"2234","Sorbs1","Itga1"
"2235","Sorbs1","Itgb5"
"2236","Sost","Lrp5"
"2237","Sost","Lrp6"
"2238","Spink1","Egfr"
"2239","Spink1","Nrsn1"
"2240","Spint1","St14"
"2241","Spon2","Itgam"
"2242","Spon2","Itgb2"
"2243","Spp1","Cd44"
"2244","Spp1","Itga4"
"2245","Spp1","Itga5"
"2246","Spp1","Itga9"
"2247","Spp1","Itgav"
"2248","Spp1","Itgb1"
"2249","Spp1","S1pr1"
"2250","Sst","Sstr1"
"2251","Sst","Sstr2"
"2252","Sst","Sstr3"
"2253","Sst","Sstr4"
"2254","Sst","Sstr5"
"2255","Sytl3","Nrxn1"
"2256","Tac1","Tacr1"
"2257","Tac1","Tacr2"
"2258","Tac1","Tacr3"
"2259","Tac2","Tacr1"
"2260","Tac2","Tacr2"
"2261","Tac2","Tacr3"
"2262","Tac4","Tacr1"
"2263","Tac4","Tacr2"
"2264","Tac4","Tacr3"
"2265","Tcn2","Cnr1"
"2266","Tcn2","Lrp2"
"2267","Tctn1","Tmem67"
"2268","Tdgf1","Acvr1b"
"2269","Tdgf1","Acvr1c"
"2270","Tdgf1","Acvr2a"
"2271","Tdgf1","Acvr2b"
"2272","Tdgf1","Gpc1"
"2273","Tfpi","F3"
"2274","Tfpi","Lrp1"
"2275","Tfpi","Sdc4"
"2276","Tfpi","Vldlr"
"2277","Tf","Gpr162"
"2278","Tf","Tfr2"
"2279","Tf","Tfrc"
"2280","Tgfa","Egfr"
"2281","Tgfa","Erbb2"
"2282","Tgfa","Erbb3"
"2283","Tgfa","Erbb4"
"2284","Tgfb1","Acvrl1"
"2285","Tgfb1","Cav1"
"2286","Tgfb1","Cd109"
"2287","Tgfb1","Cxcr4"
"2288","Tgfb1","Eng"
"2289","Tgfb1","Itgav"
"2290","Tgfb1","Itgb6"
"2291","Tgfb1","Itgb8"
"2292","Tgfb1","Sdc2"
"2293","Tgfb1","Tgfbr1"
"2294","Tgfb1","Tgfbr2"
"2295","Tgfb1","Tgfbr3"
"2296","Tgfb2","Acvr1"
"2297","Tgfb2","Eng"
"2298","Tgfb2","Tgfbr1"
"2299","Tgfb2","Tgfbr2"
"2300","Tgfb2","Tgfbr3"
"2301","Tgfb3","Acvrl1"
"2302","Tgfb3","Eng"
"2303","Tgfb3","Tgfbr1"
"2304","Tgfb3","Tgfbr2"
"2305","Tgfb3","Tgfbr3"
"2306","Tgm2","Gpr56"
"2307","Tgm2","Itga4"
"2308","Tgm2","Itga9"
"2309","Tgm2","Itgb1"
"2310","Tgm2","Itgb3"
"2311","Tgm2","Sdc4"
"2312","Tgm2","Tbxa2r"
"2313","Tg","Asgr1"
"2314","Tg","Lrp2"
"2315","Thbs1","Cd36"
"2316","Thbs1","Cd47"
"2317","Thbs1","Itga2b"
"2318","Thbs1","Itga3"
"2319","Thbs1","Itga4"
"2320","Thbs1","Itga6"
"2321","Thbs1","Itgb1"
"2322","Thbs1","Itgb3"
"2323","Thbs1","Lrp1"
"2324","Thbs1","Lrp5"
"2325","Thbs1","Scarb1"
"2326","Thbs1","Sdc1"
"2327","Thbs1","Sdc4"
"2328","Thbs1","Tnfrsf11b"
"2329","Thbs2","Cd47"
"2330","Thbs2","Itga4"
"2331","Thbs2","Itga6"
"2332","Thbs2","Itgb1"
"2333","Thbs2","Notch3"
"2334","Thbs2","Notch4"
"2335","Thpo","Mpl"
"2336","Thpo","Sirpb1"
"2337","Timp1","Cd63"
"2338","Timp2","Itga3"
"2339","Timp2","Itgb1"
"2340","Timp3","Agtr2"
"2341","Timp3","Kdr"
"2342","Tnc","Cntn1"
"2343","Tnc","Egfr"
"2344","Tnc","Itga2"
"2345","Tnc","Itga5"
"2346","Tnc","Itga7"
"2347","Tnc","Itga8"
"2348","Tnc","Itga9"
"2349","Tnc","Itgav"
"2350","Tnc","Itgb1"
"2351","Tnc","Nt5e"
"2352","Tnc","Ptprb"
"2353","Tnc","Ptprz1"
"2354","Tnc","Sdc1"
"2355","Tnc","Sdc4"
"2356","Tnfsf10","Tnfrsf10a"
"2357","Tnfsf10","Tnfrsf10b"
"2358","Tnfsf10","Tnfrsf10c"
"2359","Tnfsf10","Tnfrsf10d"
"2360","Tnfsf10","Tnfrsf11b"
"2361","Tnfsf11","Tnfrsf11a"
"2362","Tnfsf11","Tnfrsf11b"
"2363","Tnfsf12","Tnfrsf12a"
"2364","Tnfsf12","Tnfrsf25"
"2365","Tnfsf13b","Tnfrsf13b"
"2366","Tnfsf13b","Tnfrsf13c"
"2367","Tnfsf13b","Tnfrsf17"
"2368","Tnfsf13","Fas"
"2369","Tnfsf13","Sdc2"
"2370","Tnfsf13","Tnfrsf11b"
"2371","Tnfsf13","Tnfrsf13b"
"2372","Tnfsf13","Tnfrsf14"
"2373","Tnfsf13","Tnfrsf17"
"2374","Tnfsf13","Tnfrsf1a"
"2375","Tnfsf14","Ltbr"
"2376","Tnfsf14","Tnfrsf14"
"2377","Tnfsf14","Tnfrsf6b"
"2378","Tnfsf15","Tnfrsf25"
"2379","Tnfsf15","Tnfrsf6b"
"2380","Tnfsf18","Tnfrsf18"
"2381","Tnfsf4","Tnfrsf4"
"2382","Tnfsf4","Traf2"
"2383","Tnfsf8","Tnfrsf8"
"2384","Tnfsf9","Tnfrsf9"
"2385","Tnfsf9","Traf2"
"2386","Tnf","Ltbr"
"2387","Tnf","Slc5a11"
"2388","Tnf","Tnfrsf1a"
"2389","Tnf","Tnfrsf1b"
"2390","Tnf","Tnfrsf21"
"2391","Tnf","Traf2"
"2392","Tph1","Htr1a"
"2393","Tph1","Htr1b"
"2394","Tph1","Htr1d"
"2395","Tph1","Htr1e"
"2396","Tph1","Htr1f"
"2397","Tph1","Htr2a"
"2398","Tph1","Htr2b"
"2399","Tph1","Htr2c"
"2400","Tph1","Htr4"
"2401","Tph1","Htr5a"
"2402","Tph1","Htr6"
"2403","Tph1","Htr7"
"2404","Trh","Trhr"
"2405","Tshb","Tshr"
"2406","Tslp","Il7r"
"2407","Gm11808","Acvr1"
"2408","Gm11808","Agtr1"
"2409","Gm11808","Bmpr1b"
"2410","Gm11808","Egfr"
"2411","Gm11808","Erbb2"
"2412","Gm11808","Fshr"
"2413","Gm11808","Notch1"
"2414","Gm11808","Tgfbr1"
"2415","Gm11808","Tgfbr2"
"2416","Ucn2","Crhr1"
"2417","Ucn2","Crhr2"
"2418","Ucn2","Il10rb"
"2419","Ucn3","Crhr1"
"2420","Ucn3","Crhr2"
"2421","Ucn3","Il10rb"
"2422","Ucn","Crhr1"
"2423","Ucn","Crhr2"
"2424","Ulbp2","Klrk1"
"2425","Uts2b","Uts2r"
"2426","Uts2","Uts2r"
"2427","Vasp","Cxcr1"
"2428","Vcam1","Itga4"
"2429","Vcam1","Itga9"
"2430","Vcam1","Itgad"
"2431","Vcam1","Itgb1"
"2432","Vcam1","Itgb2"
"2433","Vcam1","Itgb7"
"2434","Vcan","Cd44"
"2435","Vcan","Egfr"
"2436","Vcan","Itga4"
"2437","Vcan","Itgb1"
"2438","Vcan","Sell"
"2439","Vcan","Selp"
"2440","Vcan","Tlr1"
"2441","Vcan","Tlr2"
"2442","Vegfa","Egfr"
"2443","Vegfa","Ephb2"
"2444","Vegfa","Flt1"
"2445","Vegfa","Gpc1"
"2446","Vegfa","Itga9"
"2447","Vegfa","Itgav"
"2448","Vegfa","Itgb1"
"2449","Vegfa","Kdr"
"2450","Vegfa","Nrp1"
"2451","Vegfa","Nrp2"
"2452","Vegfa","Ret"
"2453","Vegfa","Sirpa"
"2454","Vegfa","Tyro3"
"2455","Vegfb","Flt1"
"2456","Vegfb","Nrp1"
"2457","Vegfb","Ret"
"2458","Vegfb","Tyro3"
"2459","Vegfc","Flt1"
"2460","Vegfc","Flt4"
"2461","Vegfc","Itga9"
"2462","Vegfc","Itgb1"
"2463","Vegfc","Kdr"
"2464","Vegfc","Lyve1"
"2465","Vegfc","Nrp2"
"2466","Vegfc","Vipr2"
"2467","Vim","Cd44"
"2468","Vip","Adcyap1r1"
"2469","Vip","Npr3"
"2470","Vip","Sctr"
"2471","Vip","Vipr1"
"2472","Vip","Vipr2"
"2473","Vtn","Cd47"
"2474","Vtn","Itga2b"
"2475","Vtn","Itga3"
"2476","Vtn","Itga5"
"2477","Vtn","Itga8"
"2478","Vtn","Itgav"
"2479","Vtn","Itgb1"
"2480","Vtn","Itgb3"
"2481","Vtn","Itgb5"
"2482","Vtn","Itgb6"
"2483","Vtn","Itgb8"
"2484","Vtn","Kdr"
"2485","Vtn","Plaur"
"2486","Vtn","Pvr"
"2487","Vtn","Tnfrsf11b"
"2488","Vwf","Gp1ba"
"2489","Vwf","Itga2b"
"2490","Vwf","Selp"
"2491","Vwf","Sirpa"
"2492","Vwf","Tnfrsf11b"
"2493","Wnt11","Fzd7"
"2494","Wnt16","Fzd6"
"2495","Wnt1","Fzd1"
"2496","Wnt1","Fzd3"
"2497","Wnt1","Fzd5"
"2498","Wnt1","Fzd7"
"2499","Wnt1","Fzd8"
"2500","Wnt1","Fzd9"
"2501","Wnt1","Lrp5"
"2502","Wnt1","Lrp6"
"2503","Wnt1","Ryk"
"2504","Wnt2","Fzd1"
"2505","Wnt2","Fzd5"
"2506","Wnt2","Fzd7"
"2507","Wnt2","Fzd8"
"2508","Wnt2","Fzd9"
"2509","Wnt2","Lrp6"
"2510","Wnt3a","Apcdd1"
"2511","Wnt3a","Atp6ap2"
"2512","Wnt3a","Fzd1"
"2513","Wnt3a","Fzd2"
"2514","Wnt3a","Fzd5"
"2515","Wnt3a","Fzd6"
"2516","Wnt3a","Fzd7"
"2517","Wnt3a","Fzd8"
"2518","Wnt3a","Lrp1"
"2519","Wnt3a","Lrp6"
"2520","Wnt3a","Ryk"
"2521","Wnt3","Fzd1"
"2522","Wnt3","Fzd5"
"2523","Wnt3","Fzd7"
"2524","Wnt3","Fzd8"
"2525","Wnt3","Lrp6"
"2526","Wnt3","Ryk"
"2527","Wnt4","Fzd2"
"2528","Wnt4","Fzd6"
"2529","Wnt5a","Fzd1"
"2530","Wnt5a","Fzd2"
"2531","Wnt5a","Fzd4"
"2532","Wnt5a","Fzd5"
"2533","Wnt5a","Fzd6"
"2534","Wnt5a","Fzd7"
"2535","Wnt5a","Fzd8"
"2536","Wnt5a","Lrp5"
"2537","Wnt5a","Mcam"
"2538","Wnt5a","Ror1"
"2539","Wnt5a","Ror2"
"2540","Wnt5a","Ryk"
"2541","Wnt7a","Fzd10"
"2542","Wnt7a","Fzd5"
"2543","Wnt7a","Fzd9"
"2544","Wnt7a","Lrp6"
"2545","Wnt7b","Fzd1"
"2546","Wnt7b","Fzd10"
"2547","Wnt7b","Lrp5"
"2548","Xcl1","Xcr1"
"2549","Xcl2","Xcr1"
"2550","Yars","Cxcr1"
"2551","Zg16b","Cxcr4"
"2552","Zg16b","Tlr2"
"2553","Zg16b","Tlr4"
"2554","Zg16b","Tlr5"
"2555","Zg16b","Tlr6"
"2556","Zp3","Egfr"
"2557","Zp3","Mertk"
"2558","Ccl21a","Ccr7"
"2559","Sirpa","Cd47"
"2560","Ccl6","Ccr1"
"2561","Ccl9","Ccr1"
"2562","Il33","Il1rl1"
